Country,City,Prefix,Included channels,Setup price,Monthly price
United States,Houma,1-985,0,1.20,1.20
United States,Houma,1-985,2,5.00,5.00
United States,Bogalusa,1-985,0,1.20,1.20
United States,Bogalusa,1-985,2,5.00,5.00
United States,Slidell,1-985,0,1.20,1.20
United States,Slidell,1-985,2,5.00,5.00
United States,Waterville,1-207,0,1.20,1.20
United States,Waterville,1-207,2,5.00,5.00
United States,Biddeford,1-207,0,1.20,1.20
United States,Biddeford,1-207,2,5.00,5.00
United States,Brunswick,1-207,0,1.20,1.20
United States,Brunswick,1-207,2,5.00,5.00
United States,Bangor,1-207,0,1.20,1.20
United States,Bangor,1-207,2,5.00,5.00
United States,Augusta,1-207,0,1.20,1.20
United States,Augusta,1-207,2,5.00,5.00
United States,Westbrook,1-207,0,1.20,1.20
United States,Westbrook,1-207,2,5.00,5.00
United States,York,1-207,0,1.20,1.20
United States,York,1-207,2,5.00,5.00
United States,Scarborough,1-207,0,1.20,1.20
United States,Scarborough,1-207,2,5.00,5.00
United States,Havre,1-406,0,1.20,1.20
United States,Havre,1-406,2,5.00,5.00
Italy,Viterbo,39-0761,0,2.50,2.50
Italy,Viterbo,39-0761,2,5.00,5.00
Brazil,Palmas,55-63,0,3.50,3.50
Brazil,Palmas,55-63,2,6.00,6.00
United States,Alexander City,1-256,0,1.20,1.20
United States,Alexander City,1-256,2,5.00,5.00
United States,Talladega,1-256,0,1.20,1.20
United States,Talladega,1-256,2,5.00,5.00
United States,Jonesboro,1-870,0,1.20,1.20
United States,Jonesboro,1-870,2,5.00,5.00
United States,Alamogordo,1-575,0,1.20,1.20
United States,Alamogordo,1-575,2,5.00,5.00
United States,Huron,1-605,0,1.20,1.20
United States,Huron,1-605,2,5.00,5.00
Sweden,Jokkmokk,46-971,0,2.50,2.50
Sweden,Jokkmokk,46-971,2,5.00,5.00
Nicaragua,Mobile,505-7,0,30.00,30.00
Nicaragua,Mobile,505-7,2,35.00,35.00
United States,Barre,1-802,0,1.20,1.20
United States,Barre,1-802,2,5.00,5.00
Estonia,National,372-60,0,3.50,3.50
Estonia,National,372-60,2,6.00,6.00
Canada,Richmond,1-778,0,1.20,1.20
Canada,Richmond,1-778,2,5.00,5.00
Canada,Aldergrove,1-236,0,1.20,1.20
Canada,Aldergrove,1-236,2,5.00,5.00
Canada,Abbotsford,1-236,0,1.20,1.20
Canada,Abbotsford,1-236,2,5.00,5.00
United States,Clarksburg,1-304,0,1.20,1.20
United States,Clarksburg,1-304,2,5.00,5.00
United States,Seymour,1-203,0,1.20,1.20
United States,Seymour,1-203,2,5.00,5.00
United States,Wolcott,1-203,0,1.20,1.20
United States,Wolcott,1-203,2,5.00,5.00
United States,Chelsea,1-205,0,1.20,1.20
United States,Chelsea,1-205,2,5.00,5.00
United States,Freeport,1-207,0,1.20,1.20
United States,Freeport,1-207,2,5.00,5.00
United States,Presque Isle,1-207,0,1.20,1.20
United States,Presque Isle,1-207,2,5.00,5.00
United States,Kennebunk,1-207,0,1.20,1.20
United States,Kennebunk,1-207,2,5.00,5.00
United States,Lewiston,1-207,0,1.20,1.20
United States,Lewiston,1-207,2,5.00,5.00
United States,Windham,1-207,0,1.20,1.20
United States,Windham,1-207,2,5.00,5.00
United States,Ripon,1-209,0,1.20,1.20
United States,Ripon,1-209,2,5.00,5.00
United States,Livingston,1-209,0,1.20,1.20
United States,Livingston,1-209,2,5.00,5.00
United States,Riverbank,1-209,0,1.20,1.20
United States,Riverbank,1-209,2,5.00,5.00
United States,Newman,1-209,0,1.20,1.20
United States,Newman,1-209,2,5.00,5.00
United States,Patterson,1-209,0,1.20,1.20
United States,Patterson,1-209,2,5.00,5.00
United States,Rantoul,1-217,0,1.20,1.20
United States,Rantoul,1-217,2,5.00,5.00
United States,Mahomet,1-217,0,1.20,1.20
United States,Mahomet,1-217,2,5.00,5.00
United States,Lowell,1-219,0,1.20,1.20
United States,Lowell,1-219,2,5.00,5.00
United States,East Chicago,1-219,0,1.20,1.20
United States,East Chicago,1-219,2,5.00,5.00
United States,Dyer,1-219,0,1.20,1.20
United States,Dyer,1-219,2,5.00,5.00
United States,St John,1-219,0,1.20,1.20
United States,St John,1-219,2,5.00,5.00
United States,Fox Lake,1-224,0,1.20,1.20
United States,Fox Lake,1-224,2,5.00,5.00
United States,Glenview,1-224,0,1.20,1.20
United States,Glenview,1-224,2,5.00,5.00
United States,Libertyville,1-224,0,1.20,1.20
United States,Libertyville,1-224,2,5.00,5.00
United States,Grayslake,1-224,0,1.20,1.20
United States,Grayslake,1-224,2,5.00,5.00
United States,Huntley,1-224,0,1.20,1.20
United States,Huntley,1-224,2,5.00,5.00
United States,Antioch,1-224,0,1.20,1.20
United States,Antioch,1-224,2,5.00,5.00
United States,Mundelein,1-224,0,1.20,1.20
United States,Mundelein,1-224,2,5.00,5.00
United States,Cary,1-224,0,1.20,1.20
United States,Cary,1-224,2,5.00,5.00
United States,Zion,1-224,0,1.20,1.20
United States,Zion,1-224,2,5.00,5.00
United States,Skokie,1-224,0,1.20,1.20
United States,Skokie,1-224,2,5.00,5.00
United States,Round Lake,1-224,0,1.20,1.20
United States,Round Lake,1-224,2,5.00,5.00
United States,Park Ridge,1-224,0,1.20,1.20
United States,Park Ridge,1-224,2,5.00,5.00
United States,Heber City,1-435,0,1.20,1.20
United States,Heber City,1-435,2,5.00,5.00
United States,Ocean Springs,1-228,0,1.20,1.20
United States,Ocean Springs,1-228,2,5.00,5.00
United States,Bay Saint Louis,1-228,0,1.20,1.20
United States,Bay Saint Louis,1-228,2,5.00,5.00
United States,Omaha,1-531,0,1.20,1.20
United States,Omaha,1-531,2,5.00,5.00
Belgium,Genk,32-89,0,2.50,2.50
Belgium,Genk,32-89,2,5.00,5.00
United States,Spring Valley,1-845,0,1.20,1.20
United States,Spring Valley,1-845,2,5.00,5.00
Mexico,San Juan Bautista Tuxtepec,52-287,0,5.00,5.00
Mexico,San Juan Bautista Tuxtepec,52-287,2,8.00,8.00
Mexico,Cordoba,52-271,0,5.00,5.00
Mexico,Cordoba,52-271,2,8.00,8.00
Mexico,Tecoman,52-313,0,5.00,5.00
Mexico,Tecoman,52-313,2,8.00,8.00
Mexico,Matehuala,52-488,0,5.00,5.00
Mexico,Matehuala,52-488,2,8.00,8.00
Mexico,Fresnillo,52-493,0,5.00,5.00
Mexico,Fresnillo,52-493,2,8.00,8.00
Mexico,Puerto Penasco,52-638,0,5.00,5.00
Mexico,Puerto Penasco,52-638,2,8.00,8.00
Mexico,Taxco,52-762,0,5.00,5.00
Mexico,Taxco,52-762,2,8.00,8.00
United States,Maple Valley,1-425,0,1.20,1.20
United States,Maple Valley,1-425,2,5.00,5.00
Germany,Aschaffenburg,49-6021,0,1.50,1.50
Germany,Aschaffenburg,49-6021,2,5.00,5.00
Italy,Faenza,39-0546,0,2.50,2.50
Italy,Faenza,39-0546,2,5.00,5.00
United States,Novato,1-628,0,1.20,1.20
United States,Novato,1-628,2,5.00,5.00
United States,Sausalito,1-628,0,1.20,1.20
United States,Sausalito,1-628,2,5.00,5.00
United States,Reseda,1-747,0,1.20,1.20
United States,Reseda,1-747,2,5.00,5.00
United Kingdom,Ladybank,44-1337,0,1.20,1.20
United Kingdom,Ladybank,44-1337,2,5.00,5.00
United States,Boston,1-716,0,1.20,1.20
United States,Boston,1-716,2,5.00,5.00
United States,La Crescenta,1-747,0,1.20,1.20
United States,La Crescenta,1-747,2,5.00,5.00
Philippines,Manila,63-2,300,20.00,20.00
Germany,Remscheid,49-2191,0,1.50,1.50
Germany,Remscheid,49-2191,2,5.00,5.00
United States,Abingdon,1-276,0,1.20,1.20
United States,Abingdon,1-276,2,5.00,5.00
United States,Sugar Land,1-346,0,1.20,1.20
United States,Sugar Land,1-346,2,5.00,5.00
United States,Fair Lawn,1-551,0,1.20,1.20
United States,Fair Lawn,1-551,2,5.00,5.00
Italy,Teramo,39-0861,0,2.50,2.50
Italy,Teramo,39-0861,2,5.00,5.00
Chile,Antofagasta,56-55,0,6.00,6.00
Chile,Antofagasta,56-55,2,8.00,8.00
United States,Roselle,1-630,0,1.20,1.20
United States,Roselle,1-630,2,5.00,5.00
United States,La Porte,1-346,0,1.20,1.20
United States,La Porte,1-346,2,5.00,5.00
United States,Morristown,1-862,0,1.20,1.20
United States,Morristown,1-862,2,5.00,5.00
United States,Lake Orion,1-248,0,1.20,1.20
United States,Lake Orion,1-248,2,5.00,5.00
United States,Barstow,1-442,0,1.20,1.20
United States,Barstow,1-442,2,5.00,5.00
United States,Branford,1-475,0,1.20,1.20
United States,Branford,1-475,2,5.00,5.00
United States,Union City,1-551,0,1.20,1.20
United States,Union City,1-551,2,5.00,5.00
United States,Huntersville,1-980,0,1.20,1.20
United States,Huntersville,1-980,2,5.00,5.00
United States,Fallbrook,1-442,0,1.20,1.20
United States,Fallbrook,1-442,2,5.00,5.00
United States,Ada,1-616,0,1.20,1.20
United States,Ada,1-616,2,5.00,5.00
United States,Grand Prairie,1-469,0,1.20,1.20
United States,Grand Prairie,1-469,2,5.00,5.00
United States,Bremen,1-470,0,1.20,1.20
United States,Bremen,1-470,2,5.00,5.00
United States,Gardendale,1-205,0,1.20,1.20
United States,Gardendale,1-205,2,5.00,5.00
United States,Clanton,1-205,0,1.20,1.20
United States,Clanton,1-205,2,5.00,5.00
United States,Fairhope,1-251,0,1.20,1.20
United States,Fairhope,1-251,2,5.00,5.00
United States,Hartselle,1-256,0,1.20,1.20
United States,Hartselle,1-256,2,5.00,5.00
United States,Sylacauga,1-256,0,1.20,1.20
United States,Sylacauga,1-256,2,5.00,5.00
United States,Fort Payne,1-256,0,1.20,1.20
United States,Fort Payne,1-256,2,5.00,5.00
United States,Guntersville,1-256,0,1.20,1.20
United States,Guntersville,1-256,2,5.00,5.00
United States,Jacksonville,1-256,0,1.20,1.20
United States,Jacksonville,1-256,2,5.00,5.00
United States,Tuskegee,1-334,0,1.20,1.20
United States,Tuskegee,1-334,2,5.00,5.00
United States,Kingman,1-928,0,1.20,1.20
United States,Kingman,1-928,2,5.00,5.00
United States,Hawthorne,1-424,0,1.20,1.20
United States,Hawthorne,1-424,2,5.00,5.00
United States,Auburn,1-530,0,1.20,1.20
United States,Auburn,1-530,2,5.00,5.00
United States,Downey,1-562,0,1.20,1.20
United States,Downey,1-562,2,5.00,5.00
United States,Alamitos,1-562,0,1.20,1.20
United States,Alamitos,1-562,2,5.00,5.00
United States,Brea,1-657,0,1.20,1.20
United States,Brea,1-657,2,5.00,5.00
United States,Cypress,1-657,0,1.20,1.20
United States,Cypress,1-657,2,5.00,5.00
United States,Buena Park,1-657,0,1.20,1.20
United States,Buena Park,1-657,2,5.00,5.00
United States,Campbell,1-669,0,1.20,1.20
United States,Campbell,1-669,2,5.00,5.00
United States,Burbank,1-747,0,1.20,1.20
United States,Burbank,1-747,2,5.00,5.00
United States,Imperial,1-760,0,1.20,1.20
United States,Imperial,1-760,2,5.00,5.00
United States,Blythe,1-760,0,1.20,1.20
United States,Blythe,1-760,2,5.00,5.00
United States,Desert Hot Springs,1-760,0,1.20,1.20
United States,Desert Hot Springs,1-760,2,5.00,5.00
United States,Arroyo Grande,1-805,0,1.20,1.20
United States,Arroyo Grande,1-805,2,5.00,5.00
United States,Carpinteria,1-805,0,1.20,1.20
United States,Carpinteria,1-805,2,5.00,5.00
United States,Diamond Bar,1-909,0,1.20,1.20
United States,Diamond Bar,1-909,2,5.00,5.00
United States,Crestline,1-909,0,1.20,1.20
United States,Crestline,1-909,2,5.00,5.00
United States,Palm Desert,1-442,0,1.20,1.20
United States,Palm Desert,1-442,2,5.00,5.00
United States,Paradise,1-530,0,1.20,1.20
United States,Paradise,1-530,2,5.00,5.00
United States,Lindsay,1-559,0,1.20,1.20
United States,Lindsay,1-559,2,5.00,5.00
United States,Pico Rivera,1-562,0,1.20,1.20
United States,Pico Rivera,1-562,2,5.00,5.00
United States,Lakewood,1-562,0,1.20,1.20
United States,Lakewood,1-562,2,5.00,5.00
United States,Monrovia,1-626,0,1.20,1.20
United States,Monrovia,1-626,2,5.00,5.00
United States,Los Altos,1-650,0,1.20,1.20
United States,Los Altos,1-650,2,5.00,5.00
United States,Millbrae,1-650,0,1.20,1.20
United States,Millbrae,1-650,2,5.00,5.00
United States,Placentia,1-657,0,1.20,1.20
United States,Placentia,1-657,2,5.00,5.00
United States,Westminster,1-657,0,1.20,1.20
United States,Westminster,1-657,2,5.00,5.00
United States,Yorba Linda,1-657,0,1.20,1.20
United States,Yorba Linda,1-657,2,5.00,5.00
United States,Mcfarland,1-661,0,1.20,1.20
United States,Mcfarland,1-661,2,5.00,5.00
United States,Morgan Hill,1-669,0,1.20,1.20
United States,Morgan Hill,1-669,2,5.00,5.00
United States,Moorpark,1-805,0,1.20,1.20
United States,Moorpark,1-805,2,5.00,5.00
United States,Newbury Park,1-805,0,1.20,1.20
United States,Newbury Park,1-805,2,5.00,5.00
United States,Morro Bay,1-805,0,1.20,1.20
United States,Morro Bay,1-805,2,5.00,5.00
United States,Pismo Beach,1-805,0,1.20,1.20
United States,Pismo Beach,1-805,2,5.00,5.00
Chile,Chillan,56-42,0,6.00,6.00
Chile,Chillan,56-42,2,8.00,8.00
Chile,Curico,56-75,0,6.00,6.00
Chile,Curico,56-75,2,8.00,8.00
Chile,Los Angeles,56-43,0,6.00,6.00
Chile,Los Angeles,56-43,2,8.00,8.00
Chile,Osorno,56-64,0,6.00,6.00
Chile,Osorno,56-64,2,8.00,8.00
Chile,Ovalle,56-53,0,6.00,6.00
Chile,Ovalle,56-53,2,8.00,8.00
Chile,Punta Arenas,56-61,0,6.00,6.00
Chile,Punta Arenas,56-61,2,8.00,8.00
Chile,Rancagua,56-72,0,6.00,6.00
Chile,Rancagua,56-72,2,8.00,8.00
Chile,San Antonio,56-35,0,6.00,6.00
Chile,San Antonio,56-35,2,8.00,8.00
Chile,Arica,56-58,0,6.00,6.00
Chile,Arica,56-58,2,8.00,8.00
Chile,Copiapo,56-52,0,6.00,6.00
Chile,Copiapo,56-52,2,8.00,8.00
Chile,Talca,56-71,0,6.00,6.00
Chile,Talca,56-71,2,8.00,8.00
Chile,Temuco,56-45,0,6.00,6.00
Chile,Temuco,56-45,2,8.00,8.00
United States,Somerville,1-857,0,1.20,1.20
United States,Somerville,1-857,2,5.00,5.00
United States,Dublin,1-478,0,1.20,1.20
United States,Dublin,1-478,2,5.00,5.00
United States,Bay Shore,1-631,0,1.20,1.20
United States,Bay Shore,1-631,2,5.00,5.00
United States,Framingham,1-774,0,1.20,1.20
United States,Framingham,1-774,2,5.00,5.00
Sweden,Bengtsfors,46-531,0,2.50,2.50
Sweden,Bengtsfors,46-531,2,5.00,5.00
Mexico,San Miguel de Allende,52-415,0,5.00,5.00
Mexico,San Miguel de Allende,52-415,2,8.00,8.00
United States,Auburn,1-774,0,1.20,1.20
United States,Auburn,1-774,2,5.00,5.00
United States,Kings Park,1-631,0,1.20,1.20
United States,Kings Park,1-631,2,5.00,5.00
United States,Abbeville,1-337,0,1.20,1.20
United States,Abbeville,1-337,2,5.00,5.00
Germany,Leer,49-491,0,1.50,1.50
Germany,Leer,49-491,2,5.00,5.00
United States,Spring,1-346,0,1.20,1.20
United States,Spring,1-346,2,5.00,5.00
Germany,Luneburg,49-4131,0,1.50,1.50
Germany,Luneburg,49-4131,2,5.00,5.00
Philippines,Cebu,63-32,300,20.00,20.00
United States,Gresham,1-971,0,1.20,1.20
United States,Gresham,1-971,2,5.00,5.00
United States,Adams,1-413,0,1.20,1.20
United States,Adams,1-413,2,5.00,5.00
Netherlands,Grave,31-486,0,1.50,1.50
Netherlands,Grave,31-486,2,5.00,5.00
Germany,Eschweiler,49-2403,0,1.50,1.50
Germany,Eschweiler,49-2403,2,5.00,5.00
United States,Forest City,1-828,0,1.20,1.20
United States,Forest City,1-828,2,5.00,5.00
United States,Culpeper,1-540,0,1.20,1.20
United States,Culpeper,1-540,2,5.00,5.00
United States,Escondido,1-442,0,1.20,1.20
United States,Escondido,1-442,2,5.00,5.00
United Kingdom,Aberfeldy,44-1887,0,1.20,1.20
United Kingdom,Aberfeldy,44-1887,2,5.00,5.00
United Kingdom,Ardgay,44-1863,0,1.20,1.20
United Kingdom,Ardgay,44-1863,2,5.00,5.00
United Kingdom,Arrochar,44-1301,0,1.20,1.20
United Kingdom,Arrochar,44-1301,2,5.00,5.00
United Kingdom,Barmouth,44-1341,0,1.20,1.20
United Kingdom,Barmouth,44-1341,2,5.00,5.00
United Kingdom,Bellingham,44-1434,0,1.20,1.20
United Kingdom,Bellingham,44-1434,2,5.00,5.00
United Kingdom,Cerne Abbas,44-1300,0,1.20,1.20
United Kingdom,Cerne Abbas,44-1300,2,5.00,5.00
Canada,Whalley,1-778,0,1.20,1.20
Canada,Whalley,1-778,2,5.00,5.00
Cyprus,Famagusta,357-23,0,8.00,8.00
Cyprus,Famagusta,357-23,2,9.00,9.00
Australia,Penrith,61-247,0,3.50,3.50
Australia,Penrith,61-247,2,5.00,5.00
United States,Gaffney,1-864,0,1.20,1.20
United States,Gaffney,1-864,2,5.00,5.00
United States,New York,1-332,0,1.20,1.20
United States,New York,1-332,2,5.00,5.00
Germany,Buxtehude,49-4161,0,1.50,1.50
Germany,Buxtehude,49-4161,2,5.00,5.00
United States,Pace,1-850,0,1.20,1.20
United States,Pace,1-850,2,5.00,5.00
United States,Indianapolis,1-463,0,1.20,1.20
United States,Indianapolis,1-463,2,5.00,5.00
Puerto Rico,Adjuntas,1-939,0,10.00,10.00
Puerto Rico,Adjuntas,1-939,2,12.00,12.00
United States,Allen,1-469,0,1.20,1.20
United States,Allen,1-469,2,5.00,5.00
United States,Channelview,1-346,0,1.20,1.20
United States,Channelview,1-346,2,5.00,5.00
United States,Cypress,1-346,0,1.20,1.20
United States,Cypress,1-346,2,5.00,5.00
United States,San Marcos,1-737,0,1.20,1.20
United States,San Marcos,1-737,2,5.00,5.00
United States,York,1-223,0,1.20,1.20
United States,York,1-223,2,5.00,5.00
United States,Georgetown,1-737,0,1.20,1.20
United States,Georgetown,1-737,2,5.00,5.00
United States,Downers Grove,1-331,0,1.20,1.20
United States,Downers Grove,1-331,2,5.00,5.00
United States,Teaneck,1-551,0,1.20,1.20
United States,Teaneck,1-551,2,5.00,5.00
United States,Kearny,1-551,0,1.20,1.20
United States,Kearny,1-551,2,5.00,5.00
Italy,Baveno,39-0323,0,2.50,2.50
Italy,Baveno,39-0323,2,5.00,5.00
Italy,Siena,39-0577,0,2.50,2.50
Italy,Siena,39-0577,2,5.00,5.00
Switzerland,Yverdon,41-24,0,2.50,2.50
Switzerland,Yverdon,41-24,2,5.00,5.00
Czech Republic,Stredocesky,420-31,0,2.50,2.50
Czech Republic,Stredocesky,420-31,2,5.00,5.00
United Kingdom,Tain,44-1862,0,1.20,1.20
United Kingdom,Tain,44-1862,2,5.00,5.00
United States,Goldsboro,1-984,0,1.20,1.20
United States,Goldsboro,1-984,2,5.00,5.00
United States,Baytown,1-346,0,1.20,1.20
United States,Baytown,1-346,2,5.00,5.00
United States,Hamilton,1-205,0,1.20,1.20
United States,Hamilton,1-205,2,5.00,5.00
United States,Lincoln,1-205,0,1.20,1.20
United States,Lincoln,1-205,2,5.00,5.00
United States,Pinson,1-205,0,1.20,1.20
United States,Pinson,1-205,2,5.00,5.00
United States,Atmore,1-251,0,1.20,1.20
United States,Atmore,1-251,2,5.00,5.00
United States,Cullman,1-256,0,1.20,1.20
United States,Cullman,1-256,2,5.00,5.00
United States,Boaz,1-256,0,1.20,1.20
United States,Boaz,1-256,2,5.00,5.00
United States,Russellville,1-256,0,1.20,1.20
United States,Russellville,1-256,2,5.00,5.00
United States,Searcy,1-501,0,1.20,1.20
United States,Searcy,1-501,2,5.00,5.00
United States,Cabot,1-501,0,1.20,1.20
United States,Cabot,1-501,2,5.00,5.00
United States,Beebe,1-501,0,1.20,1.20
United States,Beebe,1-501,2,5.00,5.00
United States,Jacksonville,1-501,0,1.20,1.20
United States,Jacksonville,1-501,2,5.00,5.00
United States,Hope,1-870,0,1.20,1.20
United States,Hope,1-870,2,5.00,5.00
United States,Arkadelphia,1-870,0,1.20,1.20
United States,Arkadelphia,1-870,2,5.00,5.00
United States,Middlebury,1-802,0,1.20,1.20
United States,Middlebury,1-802,2,5.00,5.00
United States,Swanton,1-802,0,1.20,1.20
United States,Swanton,1-802,2,5.00,5.00
United States,Newport,1-802,0,1.20,1.20
United States,Newport,1-802,2,5.00,5.00
United States,Windsor,1-802,0,1.20,1.20
United States,Windsor,1-802,2,5.00,5.00
United States,Mohave Valley,1-928,0,1.20,1.20
United States,Mohave Valley,1-928,2,5.00,5.00
United States,Page,1-928,0,1.20,1.20
United States,Page,1-928,2,5.00,5.00
Netherlands,Aalsmeer,31-297,0,1.50,1.50
Netherlands,Aalsmeer,31-297,2,5.00,5.00
Switzerland,Langnau im Emmental,41-34,0,2.50,2.50
Switzerland,Langnau im Emmental,41-34,2,5.00,5.00
Italy,Acqui Terme,39-0144,0,2.50,2.50
Italy,Acqui Terme,39-0144,2,5.00,5.00
Italy,Alba,39-0173,0,2.50,2.50
Italy,Alba,39-0173,2,5.00,5.00
Slovakia,Bardejov,421-54,0,2.50,2.50
Slovakia,Bardejov,421-54,2,5.00,5.00
Slovakia,Trnava,421-33,0,2.50,2.50
Slovakia,Trnava,421-33,2,5.00,5.00
Slovakia,Liptovsky Mikulas,421-44,0,2.50,2.50
Slovakia,Liptovsky Mikulas,421-44,2,5.00,5.00
United States,Pekin,1-309,0,1.20,1.20
United States,Pekin,1-309,2,5.00,5.00
Germany,Reutlingen,49-7121,0,1.50,1.50
Germany,Reutlingen,49-7121,2,5.00,5.00
Italy,Spoleto,39-0743,0,2.50,2.50
Italy,Spoleto,39-0743,2,5.00,5.00
United States,Auburn,1-315,0,1.20,1.20
United States,Auburn,1-315,2,5.00,5.00
United States,Dingmans Ferry,1-272,0,1.20,1.20
United States,Dingmans Ferry,1-272,2,5.00,5.00
Germany,Landstuhl,49-6371,0,1.50,1.50
Germany,Landstuhl,49-6371,2,5.00,5.00
Australia,Ballarat,61-343,0,3.50,3.50
Australia,Ballarat,61-343,2,5.00,5.00
Sweden,Mullsjo,46-392,0,2.50,2.50
Sweden,Mullsjo,46-392,2,5.00,5.00
Sweden,Eksjo,46-381,0,2.50,2.50
Sweden,Eksjo,46-381,2,5.00,5.00
Sweden,Granna,46-390,0,2.50,2.50
Sweden,Granna,46-390,2,5.00,5.00
United States,Hartsville,1-615,0,1.20,1.20
United States,Hartsville,1-615,2,5.00,5.00
United States,League City,1-346,0,1.20,1.20
United States,League City,1-346,2,5.00,5.00
United States,Canon City,1-719,0,1.20,1.20
United States,Canon City,1-719,2,5.00,5.00
United States,Southington,1-860,0,1.20,1.20
United States,Southington,1-860,2,5.00,5.00
United States,Putnam,1-860,0,1.20,1.20
United States,Putnam,1-860,2,5.00,5.00
United States,Plainville,1-860,0,1.20,1.20
United States,Plainville,1-860,2,5.00,5.00
United States,Willimantic,1-860,0,1.20,1.20
United States,Willimantic,1-860,2,5.00,5.00
United States,Edwards,1-970,0,1.20,1.20
United States,Edwards,1-970,2,5.00,5.00
United States,Delta,1-970,0,1.20,1.20
United States,Delta,1-970,2,5.00,5.00
United States,Estes Park,1-970,0,1.20,1.20
United States,Estes Park,1-970,2,5.00,5.00
United States,Harrington,1-302,0,1.20,1.20
United States,Harrington,1-302,2,5.00,5.00
United States,Milford,1-302,0,1.20,1.20
United States,Milford,1-302,2,5.00,5.00
United States,Smyrna,1-302,0,1.20,1.20
United States,Smyrna,1-302,2,5.00,5.00
United States,Georgetown,1-302,0,1.20,1.20
United States,Georgetown,1-302,2,5.00,5.00
United States,Millsboro,1-302,0,1.20,1.20
United States,Millsboro,1-302,2,5.00,5.00
United States,Laurel,1-302,0,1.20,1.20
United States,Laurel,1-302,2,5.00,5.00
Sweden,Gnesta,46-158,0,2.50,2.50
Sweden,Gnesta,46-158,2,5.00,5.00
Netherlands,Rijssen,31-548,0,1.50,1.50
Netherlands,Rijssen,31-548,2,5.00,5.00
Saudi Arabia,Toll-free,966-800,300,64.00,64.00
Germany,Ludwigsburg,49-7141,0,1.50,1.50
Germany,Ludwigsburg,49-7141,2,5.00,5.00
Germany,Osnabruck,49-5472,0,1.50,1.50
Germany,Osnabruck,49-5472,2,5.00,5.00
Italy,San Remo,39-0184,0,2.50,2.50
Italy,San Remo,39-0184,2,5.00,5.00
Sweden,Norrtalje,46-176,0,2.50,2.50
Sweden,Norrtalje,46-176,2,5.00,5.00
United States,Arlington,1-901,0,1.20,1.20
United States,Arlington,1-901,2,5.00,5.00
United States,Victoria,1-361,0,1.20,1.20
United States,Victoria,1-361,2,5.00,5.00
Germany,Zossen,49-3377,0,1.50,1.50
Germany,Zossen,49-3377,2,5.00,5.00
United States,Cheshire,1-475,0,1.20,1.20
United States,Cheshire,1-475,2,5.00,5.00
Germany,Harrislee,49-461,0,1.50,1.50
Germany,Harrislee,49-461,2,5.00,5.00
United States,Hinsdale,1-630,0,1.20,1.20
United States,Hinsdale,1-630,2,5.00,5.00
United States,Dalton,1-762,0,1.20,1.20
United States,Dalton,1-762,2,5.00,5.00
Germany,Cottbus,49-355,0,1.50,1.50
Germany,Cottbus,49-355,2,5.00,5.00
Estonia,National,372-69,0,3.50,3.50
Estonia,National,372-69,2,6.00,6.00
